Nr okręgu,Nr obwodu,Nazwa,Siedziba,Typ,Granice,Liczba mieszkańców,Liczba wyborców,PR - liczba wyborców,PR - liczba kart w urnie,RM - liczba wyborców,RM - liczba kart w urnie
6,186,Szkoła Podstawowa nr 28 im. Kornela Makuszyńskiego,ul. Chojnicka 57 Poznań,stały,"ul. Admiralska wszystkie adresy, ul. Altanowa wszystkie adresy, ul. Biwakowa wszystkie adresy, ul. Bojerowa wszystkie adresy, ul. Bosmańska wszystkie adresy, ul. Burtowa wszystkie adresy, ul. Chojnicka nieparzyste 7 - 7b, 33 - 79, parzyste 22 - 108, ul. Cumownicza wszystkie adresy, ul. Dolne Chyby wszystkie adresy, ul. Fregatowa wszystkie adresy, ul. Jachtowa wszystkie adresy, ul. Kajakowa wszystkie adresy, ul. Kapitańska wszystkie adresy, ul. Karawelowa wszystkie adresy, ul. Kąpielowa wszystkie adresy, ul. Kierska wszystkie adresy, ul. Komandorska wszystkie adresy, ul. Korwetowa wszystkie adresy, ul. Koszalińska nieparzyste 45 - 71a, parzyste 40 - 68, ul. ks. Edwarda Nawrota wszystkie adresy, ul. Liliowa wszystkie adresy, ul. Łagiewnicka wszystkie adresy, ul. Marynarska wszystkie adresy, ul. Morska wszystkie adresy, ul. Nad Jeziorem wszystkie adresy, ul. Nad Przeźmierką wszystkie adresy, ul. Nawigacyjna wszystkie adresy, ul. Okrętowa wszystkie adresy, ul. Pawłowicka wszystkie adresy, ul. Podjazdowa wszystkie adresy, ul. Psarskie nieparzyste 1 - 23, parzyste 2 - 24A, 28, ul. Regatowa wszystkie adresy, ul. Rekreacyjna wszystkie adresy, ul. Retmańska wszystkie adresy, ul. Sanatoryjna wszystkie adresy, ul. Słodyńska wszystkie adresy, ul. Słupska parzyste 234, ul. Spacerowa wszystkie adresy, ul. Stobnicka nieparzyste 5 - 97, ul. Szalupowa wszystkie adresy, ul. Szantowa wszystkie adresy, ul. Szkunerowa wszystkie adresy, ul. Szkutnicza wszystkie adresy, ul. Sztormowa wszystkie adresy, ul. Turystyczna wszystkie adresy, ul. Uzdrowiskowa wszystkie adresy, ul. Wilków Morskich wszystkie adresy, ul. Willowa wszystkie adresy, ul. Złotnicka wszystkie adresy, ul. Żaglowa wszystkie adresy",1800,1433,1449,931,1449,925
6,187,Szkoła Podstawowa nr 57 im. Józefa Kostrzewskiego,ul. Leśnowolska 35 Poznań,stały,"ul. Beskidzka nieparzyste 59, ul. Białoborska wszystkie adresy, ul. Braniewska wszystkie adresy, ul. Cetniewska wszystkie adresy, ul. Charzykowska wszystkie adresy, ul. Człopska wszystkie adresy, ul. Dziwnowska wszystkie adresy, ul. Elbląska wszystkie adresy, ul. Fromborska wszystkie adresy, ul. Gniewska wszystkie adresy, ul. Gorzyńska wszystkie adresy, ul. Izbicka wszystkie adresy, ul. Jana Henryka Dąbrowskiego nieparzyste 487 - 553, ul. Kociewska wszystkie adresy, ul. Kościerzyńska nieparzyste 3 - 141/143, parzyste 26 - 84, ul. Leśnowolska nieparzyste 27 - 35, parzyste 30 - 36A, ul. Letniskowa wszystkie adresy, ul. Lęborska nieparzyste 49 - 71a, parzyste 48 - 70, ul. Lubowska nieparzyste 39 - 79, parzyste 50 - 106, ul. Łagowska wszystkie adresy, ul. Łebska wszystkie adresy, ul. Międzyzdrojska wszystkie adresy, ul. Mrzeżyńska wszystkie adresy, ul. Myśliborska nieparzyste 47 - 89, parzyste 44 - 78, ul. Nad Miedzą wszystkie adresy, ul. Olecka wszystkie adresy, ul. Oliwska wszystkie adresy, ul. Ornecka wszystkie adresy, ul. Pasłęcka wszystkie adresy, ul. Polanowska nieparzyste 23 - 189, parzyste 2 - 188, ul. Przygraniczna wszystkie adresy, ul. Pucka wszystkie adresy, ul. Santocka nieparzyste 15a - 49, ul. Sianowska nieparzyste 127 - 151a, parzyste 58 - 162, ul. Słupska nieparzyste 1 - 163, parzyste 6 - 154, ul. Stobnicka nieparzyste 1, parzyste 2 - 2a, ul. Świecka wszystkie adresy, ul. Tczewska wszystkie adresy, ul. Trzebiatowska nieparzyste 55 - 87, parzyste 52 - 84, ul. Warpnowska wszystkie adresy, ul. Wirska wszystkie adresy, ul. Żukowska wszystkie adresy",2761,2206,2235,1419,2235,1417
6,188,Szkoła Podstawowa nr 57 im. Józefa Kostrzewskiego,ul. Leśnowolska 35 Poznań,stały,"ul. Architektów wszystkie adresy, ul. Czechowska wszystkie adresy, ul. Czerska wszystkie adresy, ul. Darłowska wszystkie adresy, ul. Drogowców wszystkie adresy, ul. Geodetów wszystkie adresy, ul. Gorajska wszystkie adresy, ul. Grudziądzka wszystkie adresy, ul. Jana Henryka Dąbrowskiego nieparzyste 381A, 425 - 485a, parzyste 458 - 574, ul. Karlińska wszystkie adresy, ul. Karsińska wszystkie adresy, ul. Kościerzyńska parzyste 8 - 22, ul. Kwidzyńska wszystkie adresy, ul. Lemierzycka wszystkie adresy, ul. Leśnowolska nieparzyste 5 - 23, parzyste 6 - 26B, ul. Lubiatowska wszystkie adresy, ul. Łobżenicka nieparzyste 1 - 5, parzyste 2 - 4, ul. Łupowska wszystkie adresy, ul. Malborska wszystkie adresy, ul. Margonińska wszystkie adresy, ul. Meliorantów wszystkie adresy, ul. Mrowińska wszystkie adresy, ul. Muszkowska wszystkie adresy, ul. Nowokramska wszystkie adresy, ul. Owczarska wszystkie adresy, ul. Ownicka wszystkie adresy, ul. Pelplińska wszystkie adresy, ul. Pniewska wszystkie adresy, ul. Połczyńska wszystkie adresy, ul. Prusimska wszystkie adresy, ul. Przybrodzka wszystkie adresy, ul. Przytoczna nieparzyste 1, 3 - 19, ul. Rybojadzka wszystkie adresy, ul. Santocka nieparzyste 1 - 15, ul. Sępoleńska wszystkie adresy, ul. Sianowska nieparzyste 63 - 113, ul. Skarszewska wszystkie adresy, ul. Starogardzka wszystkie adresy, ul. Sułowska wszystkie adresy, ul. Tucholska wszystkie adresy, ul. Wejherowska wszystkie adresy, ul. Wichrowa wszystkie adresy, ul. Wituchowska wszystkie adresy, ul. Wyrzyska wszystkie adresy",2553,2055,2063,1244,2063,1244
6,189,Szkoła Podstawowa nr 57 im. Józefa Kostrzewskiego,ul. Leśnowolska 35 Poznań,stały,"ul. Bartoszycka wszystkie adresy, ul. Beskidzka nieparzyste 3 - 49, parzyste 86 - 230, ul. Białogardzka wszystkie adresy, ul. Białośliwska wszystkie adresy, ul. Bieszczady wszystkie adresy, ul. Biskupińska nieparzyste 1 - 9m, parzyste 10 - 10a, ul. Brodnicka wszystkie adresy, ul. Budzyńska wszystkie adresy, ul. Chodzieska wszystkie adresy, ul. Czaplinecka wszystkie adresy, ul. Czarnkowska wszystkie adresy, ul. Człuchowska wszystkie adresy, ul. Halna wszystkie adresy, ul. Jana Henryka Dąbrowskiego nieparzyste 333 - 361, 383 - 419, ul. Karpacka wszystkie adresy, ul. Kołobrzeska wszystkie adresy, ul. Lęborska nieparzyste 1 - 47a, parzyste 2 - 46a, ul. Lubowska nieparzyste 1a - 37, parzyste 4 - 48, ul. Lutycka nieparzyste 1 - 43, ul. Łomnicka wszystkie adresy, ul. Maszewska wszystkie adresy, ul. Mazurska wszystkie adresy, ul. Myśliborska nieparzyste 1 - 45, parzyste 2 - 40, ul. Olsztyńska wszystkie adresy, ul. Piławska wszystkie adresy, ul. Podgajska wszystkie adresy, ul. Polanowska nieparzyste 13 - 19a, ul. Rogozińska wszystkie adresy, ul. Santocka parzyste 6 - 60, ul. Sianowska nieparzyste 1 - 55, parzyste 2 - 54, ul. Suliszewska wszystkie adresy, ul. Sytkowska nieparzyste 37 - 45, parzyste 34 - 34a, ul. Trzcianecka wszystkie adresy, ul. Trzebiatowska nieparzyste 1 - 53, parzyste 6 - 48, ul. Wolińska wszystkie adresy, ul. Zagórzycka wszystkie adresy",2529,2037,2037,1209,2037,1208
6,190,Niepubliczne Szkolne Schronisko Młodzieżowe „Hanka”,ul. Biskupińska 27 Poznań,stały,"ul. Aleksandra Puszkina parzyste 6 - 22, ul. Antoniego Gołubiewa wszystkie adresy, ul. Barczewska wszystkie adresy, ul. Biskupińska nieparzyste 11 - 67, parzyste 28 - 54, 58a - 62a, 66, ul. Chojnicka nieparzyste 29 - 29a, ul. Dobromiejska wszystkie adresy, ul. Emila Zoli wszystkie adresy, ul. Epicka wszystkie adresy, ul. Ewy Szelburg-Zarembiny wszystkie adresy, ul. Fryderyka Schillera wszystkie adresy, ul. Gabrieli Zapolskiej wszystkie adresy, ul. George`a Byrona wszystkie adresy, ul. Gołdapska wszystkie adresy, ul. Grajewska wszystkie adresy, ul. Haliny Brodowskiej wszystkie adresy, ul. Hanny Malewskiej wszystkie adresy, ul. Honoriusza Balzaka wszystkie adresy, ul. Jadwigi Łuszczewskiej wszystkie adresy, ul. Jana Kasprowicza wszystkie adresy, ul. Jarocińska wszystkie adresy, ul. Jerzego Jurandota wszystkie adresy, ul. Jeziorańska wszystkie adresy, ul. Johanna Wolfganga Goethego wszystkie adresy, ul. Karola Bunscha wszystkie adresy, ul. Karola Irzykowskiego wszystkie adresy, ul. Kazimierza Brandysa wszystkie adresy, ul. Klementyny Hoffmanowej wszystkie adresy, ul. Koszalińska nieparzyste 15, parzyste 20 - 26l, ul. Krajenecka wszystkie adresy, ul. Leszka Proroka wszystkie adresy, ul. Lidzbarska wszystkie adresy, ul. Liryczna wszystkie adresy, ul. Literacka nieparzyste 173 - 227, parzyste 90 - 120, ul. Łódzka wszystkie adresy, ul. Łucji Danielewskiej wszystkie adresy, ul. Marii Kuncewiczowej wszystkie adresy, ul. Marii Szembekowej wszystkie adresy, ul. Melchiora Wańkowicza nieparzyste 43, parzyste 50 - 66, ul. Michała Bałuckiego wszystkie adresy, ul. Mieczysława Jastruna wszystkie adresy, ul. Mikołajecka wszystkie adresy, ul. Mławska wszystkie adresy, ul. Moliera wszystkie adresy, ul. Narcyzy Żmichowskiej wszystkie adresy, ul. Ostrołęcka wszystkie adresy, ul. Ostródzka wszystkie adresy, ul. Poetycka wszystkie adresy, ul. Poli Gojawiczyńskiej wszystkie adresy, ul. Przasnyska wszystkie adresy, ul. Psarskie nieparzyste 27, parzyste 26, 28a, ul. Radlińska wszystkie adresy, ul. Rypińska wszystkie adresy, ul. Rzeszowska wszystkie adresy, ul. Stanisława Dygata wszystkie adresy, ul. Strzeszyńska nieparzyste 293, ul. Suwalska wszystkie adresy, ul. Teodora Parnickiego wszystkie adresy, ul. Wałecka wszystkie adresy, ul. Wincentego Różańskiego wszystkie adresy, ul. Żnińska wszystkie adresy, ul. Żuromińska wszystkie adresy",2513,1924,1929,1329,1929,1320
6,191,Szkoła Podstawowa nr 1,ul. Hezjoda 15 Poznań,stały,"ul. Aleksandra Puszkina nieparzyste 7 - 19, ul. Antona Czechowa wszystkie adresy, ul. Arkadego Fiedlera wszystkie adresy, ul. Augusta Emila Fieldorfa parzyste 2 - 10A, ul. Czesława Miłosza wszystkie adresy, al. Edwarda Stachury wszystkie adresy, ul. Eugeniusza Paukszty wszystkie adresy, ul. Gustawa Herlinga-Grudzińskiego wszystkie adresy, ul. Gustawa Macewicza wszystkie adresy, ul. Haliny Poświatowskiej wszystkie adresy, ul. Iwana Bunina wszystkie adresy, ul. Iwana Turgieniewa wszystkie adresy, ul. Jana Parandowskiego wszystkie adresy, ul. Janusza Szpotańskiego wszystkie adresy, ul. Jarosława Iwaszkiewicza wszystkie adresy, ul. Józefa Żymierskiego wszystkie adresy, ul. Juwenalisa nieparzyste 1 - 25, ul. Kazimierza Nieżychowskiego wszystkie adresy, ul. Koszalińska nieparzyste 3, ul. ks. Jana Twardowskiego wszystkie adresy, ul. Leopolda Tyrmanda wszystkie adresy, ul. Literacka nieparzyste 43a - 171, parzyste 70 - 76, ul. Lutycka parzyste 60, ul. Lwa Tołstoja wszystkie adresy, ul. Marii Pawlikowskiej-Jasnorzewskiej wszystkie adresy, ul. Marka Hłaski wszystkie adresy, ul. Melchiora Wańkowicza nieparzyste 7 - 27, parzyste 2a - 48, ul. Michaiła Bułhakowa wszystkie adresy, ul. Michaiła Lermontowa wszystkie adresy, ul. Mieczysława Rawicz-Mysłowskiego wszystkie adresy, ul. Nikołaja Gogola wszystkie adresy, ul. Stanisława Grochowiaka wszystkie adresy, ul. Stanisława Lema wszystkie adresy, ul. Stanisława Rostworowskiego wszystkie adresy, ul. Stefana Kisielewskiego wszystkie adresy, ul. Tadeusza Boya-Żeleńskiego wszystkie adresy, ul. Tadeusza Gajcego wszystkie adresy, ul. Witolda Gombrowicza wszystkie adresy, ul. Witolda Pileckiego wszystkie adresy, ul. Zbigniewa Herberta wszystkie adresy, ul. Zygmunta Kubiaka wszystkie adresy",2427,1626,1647,1128,1647,1125
6,192,Szkoła Podstawowa nr 1,ul. Hezjoda 15 Poznań,stały,"ul. Adama Poszwińskiego wszystkie adresy, ul. Ajschylosa wszystkie adresy, ul. Arystofanesa wszystkie adresy, ul. Augusta Emila Fieldorfa nieparzyste 1 - 1A, ul. Elżbiety Zawackiej wszystkie adresy, ul. Eurypidesa wszystkie adresy, ul. Hezjoda wszystkie adresy, ul. Homera wszystkie adresy, ul. Horacego wszystkie adresy, ul. Juwenalisa parzyste 2 - 64, ul. Literacka parzyste 34 - 38, ul. Lukrecjusza wszystkie adresy, ul. Lutycka nieparzyste 83, ul. Moniki Cegłowskiej wszystkie adresy, ul. Olgi Sławskiej-Lipczyńskiej wszystkie adresy, ul. Owidiusza wszystkie adresy, ul. Plauta wszystkie adresy, ul. Safony wszystkie adresy, ul. Seneki wszystkie adresy, ul. Sofoklesa wszystkie adresy, ul. Tadeusza Mikke wszystkie adresy, ul. Teokryta wszystkie adresy, ul. Wergiliusza wszystkie adresy, ul. Żołnierzy Wyklętych wszystkie adresy",2520,1904,1904,1415,1904,1413
6,193,Szkoła Podstawowa nr 62 im. gen. Stanisława Taczaka,ul. Druskienicka 32 Poznań,stały,"ul. Białczańska wszystkie adresy, ul. Biecka wszystkie adresy, ul. Buska wszystkie adresy, ul. Chochołowska wszystkie adresy, ul. Ciechocińska wszystkie adresy, ul. Cieplicka wszystkie adresy, ul. Czorsztyńska wszystkie adresy, ul. Druskienicka wszystkie adresy, ul. Dukielska wszystkie adresy, ul. Dusznicka wszystkie adresy, ul. Iwonicka wszystkie adresy, ul. Jasielska wszystkie adresy, ul. Jastarnicka wszystkie adresy, ul. Kartuska wszystkie adresy, ul. Karwieńska wszystkie adresy, ul. Kosowska nieparzyste 7 - 37, 39, parzyste 4 - 48, ul. Krynicka wszystkie adresy, ul. Kudowska nieparzyste 5 - 55, ul. Limanowska wszystkie adresy, ul. Lubieńska wszystkie adresy, ul. Lubomierska wszystkie adresy, ul. Lutycka nieparzyste 93 - 115D, ul. Morszyńska parzyste 2 - 28, 30/32 - 36, ul. Muszyńska wszystkie adresy, ul. Nałęczowska wszystkie adresy, ul. Niepołomicka wszystkie adresy, ul. Polanicka wszystkie adresy, ul. Poronińska wszystkie adresy, ul. Rabczańska wszystkie adresy, ul. Raciborska wszystkie adresy, ul. Rewalska wszystkie adresy, ul. Sopocka wszystkie adresy, ul. Strzeszyńska nieparzyste 23 - 219, ul. Szaflarska wszystkie adresy, ul. Szczawnicka wszystkie adresy, ul. Świeradowska wszystkie adresy, ul. Truskawiecka wszystkie adresy, ul. Tylicka wszystkie adresy, ul. Tyska wszystkie adresy, ul. Węgorzewska wszystkie adresy, ul. Zakopiańska nieparzyste 1 - 181, parzyste 2 - 82/84, 90 - 92 - 194, ul. Żegiestowska wszystkie adresy",3195,2476,2476,1652,2476,1652
6,194,Szkoła Podstawowa nr 62 im. gen. Stanisława Taczaka,ul. Druskienicka 32 Poznań,stały,"ul. Aleksandry Karpińskiej wszystkie adresy, ul. Anny Danysz wszystkie adresy, ul. Augusta Cieszkowskiego wszystkie adresy, ul. Biskupińska nieparzyste 129, parzyste 58 - 66, 126 - 150, ul. Edwarda Raczyńskiego nieparzyste 57 - 89, parzyste 68 - 96, ul. Floriana Marciniaka wszystkie adresy, ul. Heleny Rzepeckiej nieparzyste 3 - 23, ul. Józefa Łęgowskiego wszystkie adresy, ul. Kosowska nieparzyste 1 - 5a, ul. Kowarska wszystkie adresy, ul. Kudowska parzyste 2 - 42, ul. Lądecka wszystkie adresy, ul. Leona Prauzińskiego wszystkie adresy, ul. Marii i Celestyna Rydlewskich wszystkie adresy, ul. Międzyleska wszystkie adresy, ul. Morszyńska nieparzyste 1 - 39, parzyste 38 - 52, ul. Obornicka nieparzyste 335 - 343C, ul. Straży Ludowej nieparzyste 33 - 37, ul. Strzeszyńska nieparzyste 221 - 283, parzyste 164 - 298, ul. Sucholeska wszystkie adresy, ul. Synów Pułku wszystkie adresy, ul. Szarych Szeregów wszystkie adresy, ul. Urszuli Ledóchowskiej wszystkie adresy, ul. Zakopiańska nieparzyste 185 - 239, parzyste 198 - 248, ul. Zofii Sokolnickiej wszystkie adresy",2414,1979,1980,1103,1980,1104
6,195,Szkoła Podstawowa nr 62 im. gen. Stanisława Taczaka,ul. Druskienicka 32 Poznań,stały,"ul. Anieli Tułodzieckiej wszystkie adresy, ul. Bibianny Moraczewskiej wszystkie adresy, ul. Edwarda Dembowskiego wszystkie adresy, ul. Edwarda Raczyńskiego nieparzyste 1 - 49, parzyste 2 - 64b, ul. Franciszka Firlika wszystkie adresy, ul. Gertrudy Konatkowskiej wszystkie adresy, ul. Heleny Rzepeckiej parzyste 4/6 - 26a, ul. Heleny Szafran wszystkie adresy, ul. Ignacego Kaczmarka wszystkie adresy, ul. Jana Koźmiana wszystkie adresy, ul. Jana Rakowicza wszystkie adresy, ul. Janiny i Jana Żniniewiczów wszystkie adresy, ul. Janiny Omańkowskiej wszystkie adresy, ul. Jarogniewa Drwęskiego wszystkie adresy, ul. Józefa Rivolego wszystkie adresy, ul. Julii i Antoniego Wojkowskich wszystkie adresy, ul. Lutycka nieparzyste 123, ul. Marcina Rożka wszystkie adresy, ul. Marii Wicherkiewicz wszystkie adresy, ul. Nikodema Pajzderskiego wszystkie adresy, ul. Obornicka nieparzyste 223 - 327, ul. Straży Ludowej nieparzyste 5 - 29, parzyste 4 - 58, ul. Strzeszyńska parzyste 30 - 162, ul. Tadeusza Rugego wszystkie adresy, ul. Wietrzykowskich wszystkie adresy, ul. Zygmunta Zaleskiego wszystkie adresy",2475,1888,1895,1249,1895,1250
6,196,Piątkowska Szkoła Społeczna Szkoła Podstawowa im. dr Wandy Błeńskiej,ul. Franciszka Stróżyńskiego 16 Poznań,stały,"ul. Franciszka Stróżyńskiego nieparzyste 9 - 21a, parzyste 16, ul. Herbowa wszystkie adresy, ul. Hulewiczów wszystkie adresy, ul. Karola Szymanowskiego nieparzyste 17, ul. Królewska wszystkie adresy, ul. Magnacka wszystkie adresy, ul. Obornicka parzyste 300 - 360, ul. Szlachecka wszystkie adresy, ul. Teofila Mateckiego nieparzyste 3 - 17, parzyste 2 - 16, os. Władysława Jagiełły nieparzyste 3, 7, 9, 9c, 15, 17, 21, 23 - 25, 27, 29 - 33, parzyste 4, 6, 8 - 10, 14 - 14A, 16, 22, 24 - 26, 28",2796,2088,2120,1322,2120,1323
6,197,Przedszkole nr 148 „Mali Europejczycy”,os. Bolesława Chrobrego 121 Poznań,stały,"ul. Adama Tomaszewskiego wszystkie adresy, os. Bolesława Chrobrego nieparzyste 37 - 41, 47, 121, parzyste 38 - 40, 46 - 48, 122, ul. Franciszka Stróżyńskiego nieparzyste 3 - 7, parzyste 4 - 12, ul. Henryka Łowmiańskiego wszystkie adresy, ul. Henryka Śniegockiego wszystkie adresy, ul. Jana Rymarkiewicza wszystkie adresy, ul. Jerzego Suszki wszystkie adresy, ul. Lechicka nieparzyste 7, 59 - 65, ul. Mariana Jaroczyńskiego nieparzyste 15 - 43, ul. Mikołaja Rudnickiego wszystkie adresy, ul. Obornicka parzyste 242 - 270, 272 - 298, ul. Onufrego Kopczyńskiego wszystkie adresy, ul. Stanisława Pawłowskiego wszystkie adresy, ul. Tomasza Drobnika wszystkie adresy, ul. Tomasza Zana wszystkie adresy, ul. Władysława Pniewskiego wszystkie adresy, ul. Władysława Syrokomli wszystkie adresy, ul. Włościańska wszystkie adresy, ul. Zygmunta Wojciechowskiego wszystkie adresy",2553,2140,2149,1336,2149,1332
6,198,XV Liceum Ogólnokształcące im. prof. Wiktora Degi,os. Bolesława Chrobrego 107 Poznań,stały,"os. Bolesława Chrobrego nieparzyste 27 - 29, 31, 33, 35, 117 - 119, parzyste 24, 28, 30, 32, 32h, 34, 36, 116 - 118, ul. Karola Kurpińskiego wszystkie adresy, ul. Wacława Gieburowskiego wszystkie adresy",2143,1777,1777,1088,1777,1089
6,199,Przedszkole nr 189,os. Bolesława Śmiałego 105 Poznań,stały,"os. Bolesława Śmiałego nieparzyste 23, 25, 27, 29, 31, 33, 35, 39 - 41, parzyste 22, 24, 26, 28, 30, 30j, 32, 34, 36 - 40, ul. Floriana Znanieckiego wszystkie adresy, ul. Kazimierza Tymienieckiego wszystkie adresy, ul. Konstantego Troczyńskiego wszystkie adresy, ul. Księcia Mieszka I parzyste 38 - 40, ul. Lechicka nieparzyste 85, ul. Stanisława Wachowiaka nieparzyste 15, ul. Umultowska nieparzyste 1 - 15",2504,2056,2039,1249,2039,1255
6,200,Zespół Szkolno-Przedszkolny nr 8,os. Bolesława Śmiałego 107 Poznań,stały,"os. Bolesława Śmiałego nieparzyste 1, 11, 17, 19, 21, 37, 109 - 121, parzyste 2, 10, 12, 18, 20, 108 - 122, ul. Jana Sokołowskiego wszystkie adresy, ul. Maksymiliana Garsteckiego wszystkie adresy, ul. Rogera Sławskiego wszystkie adresy, ul. Stanisława Wachowiaka nieparzyste 5, parzyste 2 - 18, ul. Umultowska nieparzyste 23 - 29",2299,1930,1932,1175,1932,1176
6,201,XV Liceum Ogólnokształcące im. prof. Wiktora Degi,os. Bolesława Chrobrego 107 Poznań,stały,"os. Bolesława Chrobrego nieparzyste 17 - 19, 23 - 23A, 25, parzyste 18 - 20, 26",2312,1955,1970,1248,1970,1242
6,202,Przedszkole nr 163 „Baśniowy Zamek”,os. Bolesława Chrobrego 106 Poznań,stały,"os. Bolesława Chrobrego nieparzyste 13 - 13B, 15 - 15h, 21, 105 - 109, parzyste 6, 14 - 16, 22, 102, 106 - 110, ul. Mariana Jaroczyńskiego parzyste 22 - 28A, os. Władysława Jagiełły nieparzyste 1, 5, 11, 13, 103 - 105, parzyste 2, 12, 12F - 12N, 106 - 106a",2746,2219,2221,1458,2221,1458
6,203,Szkoła Podstawowa nr 17 im. Józefa Ignacego Kraszewskiego,os. Bolesława Chrobrego 105 Poznań,stały,"os. Bolesława Chrobrego nieparzyste 1 - 5, 5g - 7, 9, parzyste 2 - 4, 8, ul. Karola Szymanowskiego nieparzyste 13, os. Władysława Jagiełły nieparzyste 19, parzyste 18 - 20",2326,1919,1917,1241,1917,1241
6,204,Szkoła Podstawowa nr 17 im. Józefa Ignacego Kraszewskiego,os. Bolesława Chrobrego 105 Poznań,stały,"os. Bolesława Chrobrego nieparzyste 11, 101, parzyste 10 - 12B, 104, os. Zygmunta Starego wszystkie adresy",2378,1890,1905,1215,1905,1214
6,205,Szkoła Podstawowa nr 67 z Oddziałami Dwujęzycznymi i Sportowymi im. Jacka Kuronia,os. Stefana Batorego 101 Poznań,stały,"os. Bolesława Śmiałego nieparzyste 5, 7, parzyste 4, ul. Henryka Opieńskiego parzyste 2 - 10, ul. Ludwika Braille`a wszystkie adresy, os. Stefana Batorego nieparzyste 13, 19 - 21, 27, 113 - 113A, parzyste 12, 20 - 20G, 26, 28",2403,1936,1947,1268,1947,1270
6,206,Zespół Szkolno-Przedszkolny nr 8,os. Bolesława Śmiałego 107 Poznań,stały,"os. Bolesława Śmiałego nieparzyste 3, 9, 13 - 15, 105 - 107, parzyste 6, 8, 12a - 14, 16, 104 - 106, ul. Stanisława Strugarka wszystkie adresy, os. Stefana Batorego nieparzyste 1, ul. Umultowska nieparzyste 37 - 55a, ul. Władysława Biegańskiego wszystkie adresy",2226,1851,1856,1181,1856,1186
6,207,Szkoła Podstawowa nr 67 z Oddziałami Dwujęzycznymi i Sportowymi im. Jacka Kuronia,os. Stefana Batorego 101 Poznań,stały,"os. Stefana Batorego nieparzyste 3, 5, 7, 15, 17, 23, 25, 101, parzyste 2, 4, 6, 14, 16, 18, 22, 24",2314,1906,1931,1186,1931,1185
6,208,Szkoła Podstawowa nr 67 z Oddziałami Dwujęzycznymi i Sportowymi im. Jacka Kuronia,os. Stefana Batorego 101 Poznań,stały,"ul. Henryka Opieńskiego parzyste 12, os. Stefana Batorego nieparzyste 9, 11, 31A - 37, 39, 43, 45, 47, parzyste 8, 10, 34 - 36, 38 - 38A, 40, 42, 44, 46 - 48, ul. Umultowska nieparzyste 67",2101,1677,1683,1146,1683,1147
6,209,Szkoła Podstawowa nr 67 z Oddziałami Dwujęzycznymi i Sportowymi im. Jacka Kuronia,os. Stefana Batorego 101 Poznań,stały,"ul. Henryka Opieńskiego nieparzyste 1, os. Stefana Batorego nieparzyste 29A - 29J, 41 - 41A, 49, 51 - 57i, 59a - 77, 79 - 81, parzyste 30 - 32, 50 - 54, 58a - 82O",2729,1900,1936,1245,1936,1255
6,210,Zespół Szkół Zakonu Pijarów im. św. Józefa Kalasancjusza,os. Jana III Sobieskiego 114 Poznań,stały,"os. Jana III Sobieskiego nieparzyste 1, 29, 31, 33 - 39, 41 - 43, 45, 109, parzyste 2, 30, 32 - 36, 38 - 40, 42, 44, 52, 108",2230,1879,1912,1175,1912,1174
6,211,Zespół Szkolno-Przedszkolny nr 6,os. Jana III Sobieskiego 105 Poznań,stały,"ul. Chocimska wszystkie adresy, ul. Franciszka Stróżyńskiego nieparzyste 27 - 31, os. Jana III Sobieskiego nieparzyste 3, 5, 9 - 11, parzyste 4 - 8, os. Marysieńki wszystkie adresy, ul. Teofila Mateckiego nieparzyste 21 - 23C, parzyste 22 - 24, ul. Wiedeńska wszystkie adresy, ul. Wilanowska wszystkie adresy",2544,1971,1997,1308,1997,1310
6,212,Zespół Szkolno-Przedszkolny nr 6,os. Jana III Sobieskiego 105 Poznań,stały,"os. Jana III Sobieskiego nieparzyste 7, 13 - 17, 103 - 105, parzyste 10, 12 - 18, 102 - 106",2243,1868,1872,1126,1872,1126
6,213,Zespół Szkół Zakonu Pijarów im. św. Józefa Kalasancjusza,os. Jana III Sobieskiego 114 Poznań,stały,"ul. Franciszka Stróżyńskiego parzyste 40, os. Jana III Sobieskiego nieparzyste 19 - 21, 23 - 27, 115 - 117, parzyste 20 - 28, 112 - 118",2167,1795,1795,1056,1795,1056
6,214,Zespół Szkolno-Przedszkolny nr 1,os. Władysława Łokietka 104 Poznań,stały,"ul. Bolka parzyste 2 - 6, ul. Jasna Rola nieparzyste 43 - 61B, parzyste 2 - 36L, ul. Naramowicka nieparzyste 167 - 201, 203a - 217d, os. Władysława Łokietka nieparzyste 7, parzyste 8",2635,1964,1994,1192,1994,1189
6,215,Zespół Szkolno-Przedszkolny nr 1,os. Władysława Łokietka 104 Poznań,stały,"os. Władysława Łokietka nieparzyste 1 - 5, 9 - 115, parzyste 2 - 6, 10 - 104",2239,1869,1869,1126,1869,1126
